date_registered,date_dropped,student_id,course_id,status,semester_id,update_ts
2014-08-18,0001-01-01,100646,1092,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100646,1242,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100646,1192,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100646,1093,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100662,1388,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100662,1389,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100662,1390,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100684,1388,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100684,1389,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100684,1390,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100684,1391,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100689,1388,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100689,1389,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100689,1402,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100689,1395,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100698,1275,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100698,1329,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100700,1388,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100700,1390,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100700,1402,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100700,1395,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100700,1391,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100701,1388,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100701,1316,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100701,1390,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100701,1402,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100701,1194,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100706,1090,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100706,1091,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100706,1243,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100708,1388,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100708,1389,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100708,1390,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100708,1402,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100713,1274,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100713,1275,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100716,1090,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100716,1315,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100716,1091,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100716,1275,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100729,1094,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100729,1099,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100729,1256,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100729,1095,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100734,1388,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100734,1389,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100779,1090,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100779,1091,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100779,1095,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100782,1090,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100782,1091,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100782,1328,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100785,1274,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100785,1275,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100785,1277,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100785,1289,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100785,1290,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100788,1389,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100788,1390,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100788,1402,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100800,1388,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100800,1314,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100800,1315,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100806,1389,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100806,1390,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100806,1395,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100807,1274,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100807,1275,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100807,1277,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100810,1090,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100810,1093,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100810,1091,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100825,1315,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100827,1090,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100827,1091,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100829,1389,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100829,1390,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100829,1402,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100829,1395,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100829,1206,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100845,1274,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100845,1275,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100845,1316,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100845,1281,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100847,1274,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100847,1275,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100847,1395,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100847,1289,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100847,1282,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100851,1274,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100851,1275,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100866,1274,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100866,1275,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100893,1090,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100893,1275,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100893,1091,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100913,1092,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100913,1281,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100913,1249,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100913,1277,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100945,1242,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100945,1243,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100951,1389,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100951,1390,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100951,1402,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100951,1395,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100952,1193,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100952,1256,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100956,1316,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100956,1328,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100958,1314,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100958,1315,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100958,1316,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100963,1328,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100963,1323,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100964,1274,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100964,1275,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100964,1281,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100967,1090,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100967,1091,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100971,1090,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100971,1091,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100981,1389,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100981,1390,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100981,1402,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100995,1274,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100995,1275,completed,29,2021-06-15 01:13:20.594890
2014-08-18,0001-01-01,100995,1281,completed,29,2021-06-15 01:13:20.594890
2015-01-05,0001-01-01,100033,1259,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100033,1211,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100033,1112,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100033,1327,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100043,1251,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100048,1289,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100048,1283,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100063,1290,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100063,1196,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100063,1279,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100093,1206,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100093,1329,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100093,1322,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100093,1318,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100093,1246,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100096,1290,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100096,1283,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100101,1391,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100101,1403,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100101,1396,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100101,1392,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100105,1258,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100105,1208,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100105,1251,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100117,1246,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100117,1323,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100117,1319,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100117,1331,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100118,1403,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100118,1396,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100118,1404,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100118,1393,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100151,1202,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100151,1210,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100166,1289,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100166,1290,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100167,1290,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100167,1283,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100167,1279,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100167,1280,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100167,1292,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100192,1328,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100192,1321,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100192,1329,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100192,1322,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100196,1395,completed,30,2021-06-15 01:22:24.226044
2015-01-05,0001-01-01,100196,1391,completed,30,2021-06-15 01:22:24.226044
