student_id,course_id,semester_id,score,letter_grade
100352,1090,29,+9.0062500000000000e+01,A-
100352,1091,29,+8.1562500000000000e+01,B-
100373,1090,29,+9.7000000000000000e+01,A+
100373,1091,29,+9.7125000000000000e+01,A+
100373,1094,29,+9.5312500000000000e+01,A
100379,1316,29,+9.2062500000000000e+01,A-
100379,1329,29,+9.2812500000000000e+01,A-
100379,1322,29,+9.3437500000000000e+01,A
100392,1090,29,+9.0250000000000000e+01,A-
100392,1091,29,+9.4093750000000000e+01,A
100399,1388,29,+8.8531250000000000e+01,B+
100399,1389,29,+9.0312500000000000e+01,A-
100402,1274,29,+7.7187500000000000e+01,C+
100434,1388,29,+8.1656250000000000e+01,B-
100434,1389,29,+8.8812500000000000e+01,B+
100434,1402,29,+8.5906250000000000e+01,B
100434,1395,29,+8.6781250000000000e+01,B
100436,1328,29,+6.1375000000000000e+01,D
100436,1321,29,+5.3312500000000000e+01,F
100449,1388,29,+8.6437500000000000e+01,B
100449,1389,29,+8.2218750000000000e+01,B-
100449,1390,29,+8.0500000000000000e+01,B-
100449,1402,29,+8.2531250000000000e+01,B-
100449,1395,29,+8.2375000000000000e+01,B-
100478,1274,29,+8.4656250000000000e+01,B
100478,1281,29,+8.6437500000000000e+01,B
100488,1388,29,+9.2687500000000000e+01,A-
100488,1389,29,+9.3718750000000000e+01,A
100488,1390,29,+8.8468750000000000e+01,B+
100490,1242,29,+8.2968750000000000e+01,B-
100490,1099,29,+8.3093750000000000e+01,B
100490,1245,29,+7.7875000000000000e+01,C+
100490,1250,29,+8.1468750000000000e+01,B-
100490,1096,29,+8.5031250000000000e+01,B
100502,1389,29,+9.7312500000000000e+01,A+
100502,1390,29,+9.5218750000000000e+01,A
100502,1391,29,+9.7281250000000000e+01,A+
100522,1315,29,+9.2500000000000000e+01,A-
100522,1323,29,+9.7250000000000000e+01,A+
100540,1090,29,+8.3218750000000000e+01,B
100540,1091,29,+8.4031250000000000e+01,B
100552,1242,29,+9.6062500000000000e+01,A
100552,1093,29,+9.8062500000000000e+01,A+
100552,1243,29,+9.9343750000000000e+01,A+
100555,1090,29,+5.8468750000000000e+01,F
100576,1192,29,+8.8687500000000000e+01,B+
100576,1256,29,+8.3812500000000000e+01,B
100596,1090,29,+8.6281250000000000e+01,B
100596,1192,29,+9.0062500000000000e+01,A-
100596,1091,29,+9.2250000000000000e+01,A-
100596,1281,29,+8.8468750000000000e+01,B+
100599,1275,29,+9.0812500000000000e+01,A-
100619,1090,29,+9.1468750000000000e+01,A-
100619,1091,29,+8.7281250000000000e+01,B+
100619,1208,29,+8.6937500000000000e+01,B
100627,1388,29,+8.4968750000000000e+01,B
100627,1389,29,+8.1125000000000000e+01,B-
100627,1390,29,+8.3812500000000000e+01,B
100627,1402,29,+7.8156250000000000e+01,C+
100642,1090,29,+8.0437500000000000e+01,B-
100642,1091,29,+8.4187500000000000e+01,B
100646,1092,29,+9.3187500000000000e+01,A
100646,1242,29,+9.4312500000000000e+01,A
100646,1192,29,+8.9906250000000000e+01,B+
100646,1093,29,+9.2656250000000000e+01,A-
100662,1388,29,+8.6937500000000000e+01,B
100662,1389,29,+8.3406250000000000e+01,B
100662,1390,29,+8.8312500000000000e+01,B+
100684,1388,29,+8.6906250000000000e+01,B
100684,1389,29,+7.8437500000000000e+01,C+
100684,1390,29,+8.7187500000000000e+01,B+
100684,1391,29,+8.3375000000000000e+01,B
100689,1388,29,+9.4281250000000000e+01,A
100689,1389,29,+8.6875000000000000e+01,B
100689,1402,29,+9.1500000000000000e+01,A-
100689,1395,29,+9.2031250000000000e+01,A-
100698,1275,29,+8.4031250000000000e+01,B
100698,1329,29,+7.7375000000000000e+01,C+
100700,1388,29,+7.8593750000000000e+01,C+
100700,1390,29,+8.0562500000000000e+01,B-
100700,1402,29,+7.9531250000000000e+01,C+
100700,1395,29,+8.1375000000000000e+01,B-
100700,1391,29,+8.1843750000000000e+01,B-
100701,1388,29,+8.8562500000000000e+01,B+
100701,1316,29,+9.1343750000000000e+01,A-
100701,1390,29,+8.8750000000000000e+01,B+
100701,1402,29,+8.6031250000000000e+01,B
100701,1194,29,+8.8968750000000000e+01,B+
100706,1090,29,+8.9156250000000000e+01,B+
100706,1091,29,+9.0437500000000000e+01,A-
100706,1243,29,+9.5531250000000000e+01,A
100708,1388,29,+8.5812500000000000e+01,B
100708,1389,29,+8.9250000000000000e+01,B+
100708,1390,29,+8.3000000000000000e+01,B
100708,1402,29,+8.0218750000000000e+01,B-
100713,1274,29,+8.6593750000000000e+01,B
100713,1275,29,+8.9468750000000000e+01,B+
100716,1090,29,+8.7125000000000000e+01,B+
100716,1315,29,+9.0156250000000000e+01,A-
100716,1091,29,+8.9968750000000000e+01,B+
100716,1275,29,+8.0343750000000000e+01,B-
100729,1094,29,+9.8093750000000000e+01,A+
100729,1099,29,+9.8656250000000000e+01,A+
100729,1256,29,+9.3031250000000000e+01,A
100729,1095,29,+9.5062500000000000e+01,A
100734,1388,29,+9.2656250000000000e+01,A-
100734,1389,29,+8.6156250000000000e+01,B
100779,1090,29,+9.4968750000000000e+01,A
100779,1091,29,+9.8000000000000000e+01,A+
100779,1095,29,+9.5968750000000000e+01,A
100782,1090,29,+8.9093750000000000e+01,B+
100782,1091,29,+8.6125000000000000e+01,B
100782,1328,29,+8.9343750000000000e+01,B+
100785,1274,29,+9.0468750000000000e+01,A-
100785,1275,29,+9.3218750000000000e+01,A
100785,1277,29,+8.9468750000000000e+01,B+
100785,1289,29,+9.0968750000000000e+01,A-
100785,1290,29,+9.1500000000000000e+01,A-
100788,1389,29,+8.3812500000000000e+01,B
100788,1390,29,+8.3375000000000000e+01,B
100788,1402,29,+8.2906250000000000e+01,B-
100800,1388,29,+9.3437500000000000e+01,A
100800,1314,29,+9.1875000000000000e+01,A-
100800,1315,29,+8.9437500000000000e+01,B+
100806,1389,29,+8.3718750000000000e+01,B
100806,1390,29,+8.0156250000000000e+01,B-
100806,1395,29,+8.3625000000000000e+01,B
100807,1274,29,+8.0281250000000000e+01,B-
100807,1275,29,+8.3687500000000000e+01,B
100807,1277,29,+7.6781250000000000e+01,C
100810,1090,29,+8.4062500000000000e+01,B
100810,1093,29,+7.8062500000000000e+01,C+
100810,1091,29,+7.9312500000000000e+01,C+
100825,1315,29,+9.0000000000000000e+01,A-
100827,1090,29,+8.6562500000000000e+01,B
100827,1091,29,+8.7250000000000000e+01,B+
100829,1389,29,+8.3500000000000000e+01,B
100829,1390,29,+8.2125000000000000e+01,B-
100829,1402,29,+7.9375000000000000e+01,C+
100829,1395,29,+7.8250000000000000e+01,C+
100829,1206,29,+8.3968750000000000e+01,B
100845,1274,29,+9.7593750000000000e+01,A+
100845,1275,29,+9.7625000000000000e+01,A+
100845,1316,29,+9.8187500000000000e+01,A+
100845,1281,29,+9.5812500000000000e+01,A
100847,1274,29,+8.6937500000000000e+01,B
100847,1275,29,+8.9593750000000000e+01,B+
100847,1395,29,+8.8062500000000000e+01,B+
100847,1289,29,+8.4375000000000000e+01,B
100847,1282,29,+8.7281250000000000e+01,B+
100851,1274,29,+9.2562500000000000e+01,A-
100851,1275,29,+9.3250000000000000e+01,A
100866,1274,29,+8.6437500000000000e+01,B
100866,1275,29,+8.6281250000000000e+01,B
100893,1090,29,+9.0406250000000000e+01,A-
100893,1275,29,+8.4906250000000000e+01,B
100893,1091,29,+8.9812500000000000e+01,B+
100913,1092,29,+9.2125000000000000e+01,A-
100913,1281,29,+8.8781250000000000e+01,B+
100913,1249,29,+8.9468750000000000e+01,B+
100913,1277,29,+8.8187500000000000e+01,B+
100945,1242,29,+7.7031250000000000e+01,C+
100945,1243,29,+8.2718750000000000e+01,B-
100951,1389,29,+9.0125000000000000e+01,A-
100951,1390,29,+9.4250000000000000e+01,A
100951,1402,29,+9.3906250000000000e+01,A
100951,1395,29,+9.3468750000000000e+01,A
100952,1193,29,+8.3093750000000000e+01,B
100952,1256,29,+8.5781250000000000e+01,B
100956,1316,29,+8.5093750000000000e+01,B
100956,1328,29,+8.2812500000000000e+01,B-
100958,1314,29,+8.2625000000000000e+01,B-
100958,1315,29,+8.4593750000000000e+01,B
100958,1316,29,+8.4687500000000000e+01,B
100963,1328,29,+9.7000000000000000e+01,A+
100963,1323,29,+9.2906250000000000e+01,A-
100964,1274,29,+9.0906250000000000e+01,A-
100964,1275,29,+8.7906250000000000e+01,B+
100964,1281,29,+8.8406250000000000e+01,B+
100967,1090,29,+7.7375000000000000e+01,C+
100967,1091,29,+8.2593750000000000e+01,B-
100971,1090,29,+9.2062500000000000e+01,A-
100971,1091,29,+8.7656250000000000e+01,B+
100981,1389,29,+8.4718750000000000e+01,B
100981,1390,29,+8.7406250000000000e+01,B+
100981,1402,29,+8.0375000000000000e+01,B-
100995,1274,29,+8.6906250000000000e+01,B
100995,1275,29,+9.0812500000000000e+01,A-
100995,1281,29,+8.9375000000000000e+01,B+
100033,1259,30,+8.2281250000000000e+01,B-
100033,1211,30,+8.2156250000000000e+01,B-
100033,1112,30,+8.8031250000000000e+01,B+
100033,1327,30,+8.8312500000000000e+01,B+
100043,1251,30,+7.7718750000000000e+01,C+
100048,1289,30,+8.7343750000000000e+01,B+
100048,1283,30,+8.6875000000000000e+01,B
100063,1290,30,+8.0531250000000000e+01,B-
100063,1196,30,+8.3687500000000000e+01,B
100063,1279,30,+8.2000000000000000e+01,B-
100093,1206,30,+9.6218750000000000e+01,A
100093,1329,30,+9.8500000000000000e+01,A+
100093,1322,30,+9.1312500000000000e+01,A-
100093,1318,30,+9.3125000000000000e+01,A
100093,1246,30,+1.0009375000000000e+02,A+
100096,1290,30,+9.0093750000000000e+01,A-
100096,1283,30,+8.0812500000000000e+01,B-
100101,1391,30,+8.9468750000000000e+01,B+
100101,1403,30,+8.7281250000000000e+01,B+
100101,1396,30,+8.7000000000000000e+01,B+
100101,1392,30,+8.8937500000000000e+01,B+
100105,1258,30,+8.0031250000000000e+01,B-
100105,1208,30,+8.2718750000000000e+01,B-
100105,1251,30,+8.5562500000000000e+01,B
100117,1246,30,+8.9718750000000000e+01,B+
100117,1323,30,+8.4187500000000000e+01,B
100117,1319,30,+8.7093750000000000e+01,B+
100117,1331,30,+8.8156250000000000e+01,B+
100118,1403,30,+9.4250000000000000e+01,A
100118,1396,30,+9.1250000000000000e+01,A-
100118,1404,30,+9.4156250000000000e+01,A
100118,1393,30,+9.3406250000000000e+01,A
100151,1202,30,+9.5156250000000000e+01,A
100151,1210,30,+9.6218750000000000e+01,A
100166,1289,30,+9.0968750000000000e+01,A-
100166,1290,30,+8.9312500000000000e+01,B+
100167,1290,30,+8.6843750000000000e+01,B
100167,1283,30,+8.8968750000000000e+01,B+
100167,1279,30,+8.5906250000000000e+01,B
100167,1280,30,+8.8812500000000000e+01,B+
100167,1292,30,+8.8593750000000000e+01,B+
100192,1328,30,+8.7000000000000000e+01,B+
100192,1321,30,+8.9250000000000000e+01,B+
100192,1329,30,+8.6968750000000000e+01,B
100192,1322,30,+8.9468750000000000e+01,B+
100196,1395,30,+8.3562500000000000e+01,B
100196,1391,30,+7.8687500000000000e+01,C+
100196,1403,30,+8.3968750000000000e+01,B
100196,1396,30,+8.0718750000000000e+01,B-
100196,1392,30,+8.7187500000000000e+01,B+
100197,1289,30,+8.2531250000000000e+01,B-
100197,1290,30,+7.8125000000000000e+01,C+
100197,1283,30,+7.9812500000000000e+01,C+
100197,1279,30,+8.4343750000000000e+01,B
100210,1197,30,+9.1781250000000000e+01,A-
100210,1262,30,+9.1593750000000000e+01,A-
100224,1194,30,+7.8562500000000000e+01,C+
100224,1099,30,+8.5062500000000000e+01,B
100225,1318,30,+9.2093750000000000e+01,A-
100225,1330,30,+9.1750000000000000e+01,A-
100225,1319,30,+9.4343750000000000e+01,A
100241,1283,30,+5.8156250000000000e+01,F
100241,1279,30,+5.8343750000000000e+01,F
100241,1291,30,+5.6625000000000000e+01,F
100253,1282,30,+7.8187500000000000e+01,C+
100253,1290,30,+8.6906250000000000e+01,B
100253,1283,30,+8.8125000000000000e+01,B+
100253,1405,30,+8.6968750000000000e+01,B
100253,1284,30,+8.4593750000000000e+01,B
100254,1096,30,+8.7875000000000000e+01,B+
100254,1201,30,+8.9531250000000000e+01,B+
100254,1197,30,+9.0093750000000000e+01,A-
100254,1098,30,+8.6781250000000000e+01,B
100262,1290,30,+8.3031250000000000e+01,B
100262,1247,30,+8.0843750000000000e+01,B-
100262,1291,30,+7.9718750000000000e+01,C+
100263,1403,30,+7.9062500000000000e+01,C+
100263,1392,30,+8.3468750000000000e+01,B
100263,1404,30,+8.1812500000000000e+01,B-
100267,1396,30,+9.6750000000000000e+01,A
100267,1392,30,+9.5875000000000000e+01,A
100267,1404,30,+1.0159375000000000e+02,A+
100290,1391,30,+7.9218750000000000e+01,C+
100290,1403,30,+8.4625000000000000e+01,B
100290,1396,30,+8.5531250000000000e+01,B
100290,1404,30,+8.2031250000000000e+01,B-
100299,1393,30,+8.2187500000000000e+01,B-
100299,1324,30,+7.8750000000000000e+01,C+
100303,1277,30,+9.0000000000000000e+01,A-
100323,1277,30,+9.6687500000000000e+01,A
100323,1396,30,+9.8031250000000000e+01,A+
100323,1290,30,+9.9937500000000000e+01,A+
100325,1395,30,+8.0843750000000000e+01,B-
100325,1391,30,+8.7562500000000000e+01,B+
100325,1403,30,+8.7375000000000000e+01,B+
100325,1396,30,+8.8750000000000000e+01,B+
100352,1396,30,+9.1687500000000000e+01,A-
100379,1330,30,+9.0968750000000000e+01,A-
100379,1331,30,+9.0906250000000000e+01,A-
100379,1324,30,+9.4812500000000000e+01,A
100379,1332,30,+9.4875000000000000e+01,A
100392,1329,30,+9.3437500000000000e+01,A
100399,1390,30,+8.8343750000000000e+01,B+
100399,1402,30,+8.8937500000000000e+01,B+
100399,1391,30,+9.0562500000000000e+01,A-
100402,1281,30,+8.4468750000000000e+01,B
100402,1277,30,+8.4062500000000000e+01,B
100402,1282,30,+8.3562500000000000e+01,B
100402,1283,30,+8.0406250000000000e+01,B-
100402,1323,30,+8.1343750000000000e+01,B-
100434,1391,30,+8.6187500000000000e+01,B
100434,1403,30,+8.7218750000000000e+01,B+
100434,1392,30,+8.9250000000000000e+01,B+
100434,1404,30,+8.3937500000000000e+01,B
100436,1329,30,+5.7062500000000000e+01,F
100436,1318,30,+6.3250000000000000e+01,D
100449,1277,30,+8.1906250000000000e+01,B-
100449,1403,30,+8.8093750000000000e+01,B+
100449,1396,30,+8.7437500000000000e+01,B+
100478,1277,30,+8.3718750000000000e+01,B
100478,1289,30,+8.3031250000000000e+01,B
100478,1282,30,+8.0531250000000000e+01,B-
100488,1402,30,+9.4468750000000000e+01,A
100488,1395,30,+9.2937500000000000e+01,A-
100488,1391,30,+9.3625000000000000e+01,A
100488,1403,30,+9.1593750000000000e+01,A-
100488,1396,30,+9.2468750000000000e+01,A-
100490,1259,30,+8.6625000000000000e+01,B
100490,1292,30,+8.5875000000000000e+01,B
100502,1403,30,+9.7593750000000000e+01,A+
100502,1404,30,+9.7312500000000000e+01,A+
100522,1320,30,+8.7437500000000000e+01,B+
100522,1334,30,+9.4375000000000000e+01,A
100540,1256,30,+8.1531250000000000e+01,B-
100552,1250,30,+9.7093750000000000e+01,A+
100555,1091,30,+5.8343750000000000e+01,F
100555,1328,30,+5.5718750000000000e+01,F
100555,1202,30,+5.4156250000000000e+01,F
100576,1206,30,+9.1187500000000000e+01,A-
100576,1249,30,+8.5375000000000000e+01,B
100576,1200,30,+8.2468750000000000e+01,B-
100576,1096,30,+8.0781250000000000e+01,B-
100599,1289,30,+9.0843750000000000e+01,A-
100599,1282,30,+8.7093750000000000e+01,B+
100599,1290,30,+8.9125000000000000e+01,B+
100599,1283,30,+8.9593750000000000e+01,B+
100599,1279,30,+8.6375000000000000e+01,B
100627,1395,30,+8.5843750000000000e+01,B
100627,1403,30,+8.6968750000000000e+01,B
100627,1392,30,+8.1468750000000000e+01,B-
100627,1393,30,+8.2031250000000000e+01,B-
100646,1099,30,+9.3687500000000000e+01,A
100646,1249,30,+8.6875000000000000e+01,B
100646,1258,30,+9.2406250000000000e+01,A-
100662,1395,30,+8.8187500000000000e+01,B+
100662,1391,30,+8.2062500000000000e+01,B-
100662,1396,30,+8.7531250000000000e+01,B+
100662,1392,30,+9.0656250000000000e+01,A-
100684,1403,30,+8.2031250000000000e+01,B-
100684,1396,30,+8.1687500000000000e+01,B-
100684,1404,30,+8.4187500000000000e+01,B
100684,1393,30,+7.6656250000000000e+01,C
100689,1403,30,+9.1843750000000000e+01,A-
100689,1396,30,+8.9187500000000000e+01,B+
100689,1392,30,+8.9062500000000000e+01,B+
100689,1393,30,+9.2593750000000000e+01,A-
100698,1331,30,+9.0062500000000000e+01,A-
100698,1332,30,+8.6875000000000000e+01,B
100698,1333,30,+8.7218750000000000e+01,B+
100698,1326,30,+8.7812500000000000e+01,B+
100700,1403,30,+8.2250000000000000e+01,B-
100700,1396,30,+8.3125000000000000e+01,B
100700,1392,30,+8.1906250000000000e+01,B-
100700,1404,30,+8.3781250000000000e+01,B
100701,1391,30,+8.8937500000000000e+01,B+
100701,1403,30,+8.9968750000000000e+01,B+
100701,1396,30,+8.5625000000000000e+01,B
100708,1395,30,+8.6906250000000000e+01,B
100708,1391,30,+8.8500000000000000e+01,B+
100708,1396,30,+8.2187500000000000e+01,B-
100713,1282,30,+8.4375000000000000e+01,B
100716,1093,30,+8.5843750000000000e+01,B
100716,1290,30,+8.6562500000000000e+01,B
100729,1200,30,+9.4093750000000000e+01,A
100729,1096,30,+9.7343750000000000e+01,A+
100729,1101,30,+9.5968750000000000e+01,A
100729,1208,30,+9.8125000000000000e+01,A+
100734,1390,30,+8.8343750000000000e+01,B+
100734,1402,30,+9.4000000000000000e+01,A
100734,1395,30,+9.1812500000000000e+01,A-
100734,1391,30,+9.1875000000000000e+01,A-
100782,1194,30,+8.2593750000000000e+01,B-
100785,1283,30,+9.3187500000000000e+01,A
100788,1395,30,+8.2906250000000000e+01,B-
100788,1391,30,+8.1531250000000000e+01,B-
100788,1392,30,+8.3343750000000000e+01,B
100788,1404,30,+8.1718750000000000e+01,B-
100800,1316,30,+9.2593750000000000e+01,A-
100800,1321,30,+9.2625000000000000e+01,A-
100806,1391,30,+8.4875000000000000e+01,B
100806,1403,30,+8.0562500000000000e+01,B-
100806,1396,30,+8.3750000000000000e+01,B
100807,1289,30,+7.6593750000000000e+01,C
100807,1282,30,+8.5125000000000000e+01,B
100807,1290,30,+8.4437500000000000e+01,B
100810,1282,30,+7.9750000000000000e+01,C+
100810,1291,30,+8.2187500000000000e+01,B-
100825,1323,30,+9.0468750000000000e+01,A-
100825,1331,30,+8.3187500000000000e+01,B
100827,1256,30,+8.6906250000000000e+01,B
100827,1200,30,+8.9375000000000000e+01,B+
100829,1391,30,+7.9968750000000000e+01,C+
100829,1396,30,+8.5781250000000000e+01,B
100829,1392,30,+7.8750000000000000e+01,C+
100845,1283,30,+9.4437500000000000e+01,A
100845,1291,30,+9.8406250000000000e+01,A+
100845,1280,30,+9.8406250000000000e+01,A+
100847,1290,30,+8.6250000000000000e+01,B
100847,1283,30,+8.4437500000000000e+01,B
100847,1279,30,+9.3406250000000000e+01,A
100847,1291,30,+8.7750000000000000e+01,B+
100851,1277,30,+9.3406250000000000e+01,A
100851,1290,30,+9.3687500000000000e+01,A
100866,1277,30,+8.4031250000000000e+01,B
100866,1282,30,+8.2781250000000000e+01,B-
100866,1290,30,+8.1531250000000000e+01,B-
100866,1323,30,+7.9093750000000000e+01,C+
100893,1289,30,+9.0343750000000000e+01,A-
100913,1289,30,+8.7500000000000000e+01,B+
100913,1282,30,+8.8687500000000000e+01,B+
100913,1290,30,+8.8187500000000000e+01,B+
100913,1323,30,+8.9531250000000000e+01,B+
100945,1402,30,+7.4062500000000000e+01,C
100945,1099,30,+8.2781250000000000e+01,B-
100945,1256,30,+8.5375000000000000e+01,B
100945,1199,30,+7.4375000000000000e+01,C
100951,1391,30,+8.8750000000000000e+01,B+
100951,1403,30,+9.3625000000000000e+01,A
100951,1393,30,+9.4187500000000000e+01,A
100952,1206,30,+8.8375000000000000e+01,B+
100952,1251,30,+9.0562500000000000e+01,A-
100956,1319,30,+8.4187500000000000e+01,B
100956,1324,30,+8.7750000000000000e+01,B+
100956,1320,30,+8.2937500000000000e+01,B-
100958,1318,30,+8.1468750000000000e+01,B-
100958,1323,30,+8.5156250000000000e+01,B
100958,1324,30,+8.1156250000000000e+01,B-
100963,1331,30,+9.7687500000000000e+01,A+
100963,1324,30,+9.6031250000000000e+01,A
100963,1320,30,+9.8187500000000000e+01,A+
100964,1277,30,+8.4218750000000000e+01,B
100964,1282,30,+8.8281250000000000e+01,B+
100964,1096,30,+8.9812500000000000e+01,B+
100964,1290,30,+9.1812500000000000e+01,A-
100964,1258,30,+9.0750000000000000e+01,A-
100967,1199,30,+8.1187500000000000e+01,B-
100967,1391,30,+7.7562500000000000e+01,C+
100971,1245,30,+9.1468750000000000e+01,A-
100981,1391,30,+8.6625000000000000e+01,B
100981,1403,30,+8.5562500000000000e+01,B
100981,1392,30,+8.7343750000000000e+01,B+
100981,1404,30,+8.9750000000000000e+01,B+
100995,1277,30,+8.6437500000000000e+01,B
100995,1282,30,+8.9906250000000000e+01,B+
100995,1290,30,+8.6437500000000000e+01,B
100995,1283,30,+8.8687500000000000e+01,B+
101003,1316,31,+8.4625000000000000e+01,B
101019,1316,31,+9.1406250000000000e+01,A-
101019,1099,31,+8.9906250000000000e+01,B+
101024,1314,31,+8.6906250000000000e+01,B
101024,1389,31,+8.2468750000000000e+01,B-
101024,1316,31,+8.3281250000000000e+01,B
101024,1321,31,+8.0906250000000000e+01,B-
101026,1388,31,+8.3843750000000000e+01,B
101026,1389,31,+8.1781250000000000e+01,B-
101035,1092,31,+8.5187500000000000e+01,B
101035,1090,31,+9.0937500000000000e+01,A-
101035,1091,31,+8.2218750000000000e+01,B-
101036,1090,31,+7.8187500000000000e+01,C+
101036,1091,31,+8.2125000000000000e+01,B-
101055,1281,31,+8.0281250000000000e+01,B-
101055,1277,31,+7.8875000000000000e+01,C+
101055,1289,31,+8.4718750000000000e+01,B
101056,1314,31,+8.0218750000000000e+01,B-
101056,1315,31,+8.3750000000000000e+01,B
101058,1388,31,+8.4281250000000000e+01,B
101058,1389,31,+8.8375000000000000e+01,B+
101058,1091,31,+8.2093750000000000e+01,B-
101058,1402,31,+9.0281250000000000e+01,A-
101058,1395,31,+8.2281250000000000e+01,B-
101077,1092,31,+8.8625000000000000e+01,B+
101077,1315,31,+8.8593750000000000e+01,B+
101077,1275,31,+8.9437500000000000e+01,B+
101077,1094,31,+9.0437500000000000e+01,A-
101083,1090,31,+8.3625000000000000e+01,B
101083,1091,31,+7.4875000000000000e+01,C
101089,1315,31,+9.9500000000000000e+01,A+
101089,1328,31,+9.9093750000000000e+01,A+
