course_id,semester_id,staff_id,lecture_days,lecture_start_hour,lecture_duration,lab_days,lab_start_hour,lab_duration
1312,29,5376,0101010,8,75,0000010,10,90
1313,29,5377,0101010,8,75,0000010,10,90
1314,29,5384,0010100,8,75,0000010,10,90
1315,29,5380,0101010,8,75,0000010,10,90
1316,29,5381,0101010,8,75,0000010,10,90
1328,29,5391,0101010,8,75,0000010,10,90
1321,29,5391,0101010,8,75,0000010,10,90
1329,29,5386,0101010,8,75,0000010,10,90
1322,29,5383,0101010,8,75,0000010,10,90
1318,29,5396,0010100,8,75,0000010,10,90
1330,29,5385,0101010,8,75,0000010,10,90
1323,29,5394,0010100,8,75,0000010,10,90
1319,29,5395,0101010,8,75,0000010,10,90
1331,29,5388,0010100,8,75,0000010,10,90
1324,29,5395,0010100,8,75,0000010,10,90
1320,29,5397,0010100,8,75,0000010,10,90
1332,29,5393,0010100,8,75,0000010,10,90
1325,29,5379,0010100,8,75,0000010,10,90
1333,29,5382,0010100,8,75,0000010,10,90
1326,29,5386,0010100,8,75,0000010,10,90
1334,29,5397,0101010,8,75,0000010,10,90
1327,29,5389,0010100,8,75,0000010,10,90
1335,29,5378,0010100,8,75,0000010,10,90
1336,29,5378,0101010,8,75,0000010,10,90
1337,29,5391,0010100,8,75,0000010,10,90
1339,29,5395,0101010,8,75,0000010,10,90
1341,29,5394,0101010,8,75,0000010,10,90
1343,29,5395,0010100,8,75,0000010,10,90
1344,29,5385,0010100,8,75,0000010,10,90
1345,29,5383,0101010,8,75,0000010,10,90
1346,29,5379,0010100,8,75,0000010,10,90
1347,29,5391,0010100,8,75,0000010,10,90
1349,29,5389,0010100,8,75,0000010,10,90
1351,29,5378,0010100,8,75,0000010,10,90
1352,29,5397,0101010,8,75,0000010,10,90
1353,29,5392,0010100,8,75,0000010,10,90
1354,29,5391,0101010,8,75,0000010,10,90
1355,29,5393,0101010,8,75,0000010,10,90
1356,29,5390,0010100,8,75,0000010,10,90
1357,29,5378,0010100,8,75,0000010,10,90
1358,29,5394,0101010,8,75,0000010,10,90
1360,29,5381,0010100,8,75,0000010,10,90
1361,29,5389,0010100,8,75,0000010,10,90
1363,29,5389,0010100,8,75,0000010,10,90
1364,29,5383,0101010,8,75,0000010,10,90
1365,29,5384,0101010,8,75,0000010,10,90
1366,29,5388,0101010,8,75,0000010,10,90
1367,29,5387,0010100,8,75,0000010,10,90
1368,29,5398,0101010,8,75,0000010,10,90
1369,29,5383,0010100,8,75,0000010,10,90
1370,29,5382,0101010,8,75,0000010,10,90
1371,29,5391,0101010,8,75,0000010,10,90
1372,29,5398,0010100,8,75,0000010,10,90
1373,29,5390,0010100,8,75,0000010,10,90
1374,29,5389,0010100,8,75,0000010,10,90
1375,29,5383,0101010,8,75,0000010,10,90
1376,29,5398,0010100,8,75,0000010,10,90
1377,29,5388,0010100,8,75,0000010,10,90
1378,29,5386,0010100,8,75,0000010,10,90
1379,29,5385,0101010,8,75,0000010,10,90
1380,29,5393,0101010,8,75,0000010,10,90
1381,29,5381,0101010,8,75,0000010,10,90
1382,29,5394,0101010,8,75,0000010,10,90
1383,29,5392,0101010,8,75,0000010,10,90
1386,29,5387,0101010,8,75,0000010,10,90
1388,29,5406,0101010,8,75,0000010,10,90
1389,29,5404,0101010,8,75,0000010,10,90
1390,29,5407,0010100,8,75,0000010,10,90
1402,29,5406,0101010,8,75,0000010,10,90
1395,29,5403,0101010,8,75,0000010,10,90
1391,29,5400,0101010,8,75,0000010,10,90
1403,29,5403,0101010,8,75,0000010,10,90
1396,29,5401,0101010,8,75,0000010,10,90
1392,29,5407,0010100,8,75,0000010,10,90
1404,29,5407,0010100,8,75,0000010,10,90
1393,29,5401,0101010,8,75,0000010,10,90
1405,29,5406,0010100,8,75,0000010,10,90
1398,29,5401,0101010,8,75,0000010,10,90
1394,29,5408,0010100,8,75,0000010,10,90
1406,29,5407,0010100,8,75,0000010,10,90
1399,29,5403,0101010,8,75,0000010,10,90
1407,29,5406,0101010,8,75,0000010,10,90
1400,29,5400,0010100,8,75,0000010,10,90
1408,29,5401,0101010,8,75,0000010,10,90
1401,29,5407,0101010,8,75,0000010,10,90
1409,29,5408,0101010,8,75,0000010,10,90
1410,29,5405,0101010,8,75,0000010,10,90
1411,29,5399,0101010,8,75,0000010,10,90
1412,29,5400,0010100,8,75,0000010,10,90
1413,29,5408,0101010,8,75,0000010,10,90
1414,29,5400,0101010,8,75,0000010,10,90
1415,29,5406,0010100,8,75,0000010,10,90
1416,29,5404,0010100,8,75,0000010,10,90
1417,29,5402,0101010,8,75,0000010,10,90
1418,29,5403,0010100,8,75,0000010,10,90
1420,29,5404,0101010,8,75,0000010,10,90
1421,29,5408,0101010,8,75,0000010,10,90
1422,29,5407,0101010,8,75,0000010,10,90
1090,30,5313,0101010,8,75,0000010,10,90
1091,30,5313,0101010,8,75,0000010,10,90
1092,30,5345,0010100,8,75,0000010,10,90
1242,30,5314,0010100,8,75,0000010,10,90
1192,30,5357,0101010,8,75,0000010,10,90
1093,30,5353,0101010,8,75,0000010,10,90
1243,30,5342,0101010,8,75,0000010,10,90
1193,30,5340,0010100,8,75,0000010,10,90
1248,30,5336,0010100,8,75,0000010,10,90
1094,30,5330,0101010,8,75,0000010,10,90
1194,30,5337,0010100,8,75,0000010,10,90
1099,30,5339,0101010,8,75,0000010,10,90
1256,30,5338,0101010,8,75,0000010,10,90
1206,30,5337,0010100,8,75,0000010,10,90
1249,30,5317,0010100,8,75,0000010,10,90
1199,30,5345,0101010,8,75,0000010,10,90
1095,30,5353,0010100,8,75,0000010,10,90
1245,30,5349,0101010,8,75,0000010,10,90
1107,30,5324,0010100,8,75,0000010,10,90
1207,30,5341,0101010,8,75,0000010,10,90
1250,30,5339,0101010,8,75,0000010,10,90
1200,30,5316,0101010,8,75,0000010,10,90
1096,30,5334,0101010,8,75,0000010,10,90
1246,30,5314,0101010,8,75,0000010,10,90
1196,30,5323,0010100,8,75,0000010,10,90
1101,30,5356,0010100,8,75,0000010,10,90
1258,30,5327,0101010,8,75,0000010,10,90
1208,30,5358,0010100,8,75,0000010,10,90
1251,30,5327,0010100,8,75,0000010,10,90
1201,30,5358,0010100,8,75,0000010,10,90
1097,30,5347,0010100,8,75,0000010,10,90
1247,30,5324,0010100,8,75,0000010,10,90
1197,30,5347,0010100,8,75,0000010,10,90
1102,30,5358,0010100,8,75,0000010,10,90
1259,30,5331,0101010,8,75,0000010,10,90
1252,30,5350,0010100,8,75,0000010,10,90
1202,30,5321,0101010,8,75,0000010,10,90
1098,30,5337,0010100,8,75,0000010,10,90
1103,30,5349,0101010,8,75,0000010,10,90
1260,30,5357,0010100,8,75,0000010,10,90
1210,30,5346,0101010,8,75,0000010,10,90
1253,30,5329,0010100,8,75,0000010,10,90
1203,30,5322,0010100,8,75,0000010,10,90
1104,30,5334,0010100,8,75,0000010,10,90
1261,30,5365,0010100,8,75,0000010,10,90
1211,30,5344,0101010,8,75,0000010,10,90
1254,30,5328,0101010,8,75,0000010,10,90
1204,30,5342,0010100,8,75,0000010,10,90
1112,30,5347,0101010,8,75,0000010,10,90
1262,30,5341,0101010,8,75,0000010,10,90
1212,30,5323,0010100,8,75,0000010,10,90
1255,30,5337,0010100,8,75,0000010,10,90
1205,30,5336,0101010,8,75,0000010,10,90
1113,30,5352,0010100,8,75,0000010,10,90
1263,30,5363,0010100,8,75,0000010,10,90
1213,30,5321,0010100,8,75,0000010,10,90
1214,30,5324,0101010,8,75,0000010,10,90
1115,30,5362,0010100,8,75,0000010,10,90
1265,30,5363,0010100,8,75,0000010,10,90
1215,30,5337,0101010,8,75,0000010,10,90
1116,30,5322,0010100,8,75,0000010,10,90
1266,30,5345,0010100,8,75,0000010,10,90
1216,30,5358,0101010,8,75,0000010,10,90
1117,30,5362,0101010,8,75,0000010,10,90
1267,30,5320,0101010,8,75,0000010,10,90
1118,30,5343,0101010,8,75,0000010,10,90
1268,30,5345,0010100,8,75,0000010,10,90
1119,30,5324,0010100,8,75,0000010,10,90
1269,30,5354,0010100,8,75,0000010,10,90
1219,30,5354,0010100,8,75,0000010,10,90
1120,30,5330,0101010,8,75,0000010,10,90
1270,30,5349,0010100,8,75,0000010,10,90
1220,30,5318,0101010,8,75,0000010,10,90
1121,30,5324,0101010,8,75,0000010,10,90
1271,30,5318,0101010,8,75,0000010,10,90
1221,30,5335,0101010,8,75,0000010,10,90
1122,30,5337,0101010,8,75,0000010,10,90
1272,30,5344,0010100,8,75,0000010,10,90
1222,30,5320,0101010,8,75,0000010,10,90
1123,30,5355,0101010,8,75,0000010,10,90
1273,30,5351,0010100,8,75,0000010,10,90
1223,30,5348,0101010,8,75,0000010,10,90
1124,30,5354,0101010,8,75,0000010,10,90
1224,30,5350,0010100,8,75,0000010,10,90
1125,30,5316,0010100,8,75,0000010,10,90
1225,30,5335,0010100,8,75,0000010,10,90
1126,30,5322,0010100,8,75,0000010,10,90
1226,30,5351,0101010,8,75,0000010,10,90
1227,30,5340,0101010,8,75,0000010,10,90
1128,30,5323,0010100,8,75,0000010,10,90
1228,30,5349,0010100,8,75,0000010,10,90
1129,30,5317,0010100,8,75,0000010,10,90
1229,30,5354,0101010,8,75,0000010,10,90
1130,30,5363,0101010,8,75,0000010,10,90
1230,30,5326,0010100,8,75,0000010,10,90
1131,30,5354,0101010,8,75,0000010,10,90
1231,30,5346,0010100,8,75,0000010,10,90
1132,30,5341,0010100,8,75,0000010,10,90
1232,30,5354,0010100,8,75,0000010,10,90
1133,30,5323,0010100,8,75,0000010,10,90
1233,30,5317,0101010,8,75,0000010,10,90
1134,30,5340,0010100,8,75,0000010,10,90
1135,30,5356,0101010,8,75,0000010,10,90
1235,30,5343,0010100,8,75,0000010,10,90
1136,30,5329,0010100,8,75,0000010,10,90
1236,30,5317,0101010,8,75,0000010,10,90
1137,30,5331,0010100,8,75,0000010,10,90
1237,30,5322,0010100,8,75,0000010,10,90
1138,30,5322,0010100,8,75,0000010,10,90
1238,30,5362,0010100,8,75,0000010,10,90
1139,30,5352,0101010,8,75,0000010,10,90
1239,30,5350,0101010,8,75,0000010,10,90
1140,30,5340,0010100,8,75,0000010,10,90
1240,30,5340,0101010,8,75,0000010,10,90
1141,30,5317,0101010,8,75,0000010,10,90
1241,30,5365,0010100,8,75,0000010,10,90
1142,30,5324,0010100,8,75,0000010,10,90
1143,30,5359,0010100,8,75,0000010,10,90
1145,30,5358,0101010,8,75,0000010,10,90
1147,30,5322,0010100,8,75,0000010,10,90
1148,30,5356,0010100,8,75,0000010,10,90
1150,30,5364,0010100,8,75,0000010,10,90
1151,30,5325,0010100,8,75,0000010,10,90
1152,30,5339,0101010,8,75,0000010,10,90
1153,30,5356,0010100,8,75,0000010,10,90
1154,30,5323,0101010,8,75,0000010,10,90
1155,30,5347,0101010,8,75,0000010,10,90
1156,30,5358,0010100,8,75,0000010,10,90
1157,30,5346,0010100,8,75,0000010,10,90
1159,30,5326,0010100,8,75,0000010,10,90
1161,30,5360,0010100,8,75,0000010,10,90
1162,30,5323,0010100,8,75,0000010,10,90
1163,30,5362,0101010,8,75,0000010,10,90
1164,30,5365,0010100,8,75,0000010,10,90
1165,30,5341,0010100,8,75,0000010,10,90
1166,30,5329,0010100,8,75,0000010,10,90
1167,30,5341,0101010,8,75,0000010,10,90
1168,30,5356,0101010,8,75,0000010,10,90
1169,30,5340,0101010,8,75,0000010,10,90
1170,30,5362,0010100,8,75,0000010,10,90
1171,30,5330,0101010,8,75,0000010,10,90
1172,30,5363,0010100,8,75,0000010,10,90
1174,30,5357,0101010,8,75,0000010,10,90
1175,30,5325,0101010,8,75,0000010,10,90
1176,30,5358,0010100,8,75,0000010,10,90
1177,30,5328,0101010,8,75,0000010,10,90
1179,30,5357,0010100,8,75,0000010,10,90
1180,30,5322,0101010,8,75,0000010,10,90
1181,30,5321,0010100,8,75,0000010,10,90
1182,30,5318,0010100,8,75,0000010,10,90
1183,30,5314,0010100,8,75,0000010,10,90
1185,30,5320,0101010,8,75,0000010,10,90
1187,30,5345,0010100,8,75,0000010,10,90
1189,30,5343,0101010,8,75,0000010,10,90
1190,30,5324,0101010,8,75,0000010,10,90
1191,30,5335,0010100,8,75,0000010,10,90
1274,30,5376,0101010,8,75,0000010,10,90
1275,30,5369,0101010,8,75,0000010,10,90
1281,30,5372,0010100,8,75,0000010,10,90
1277,30,5370,0010100,8,75,0000010,10,90
1289,30,5376,0101010,8,75,0000010,10,90
1282,30,5373,0101010,8,75,0000010,10,90
1290,30,5376,0010100,8,75,0000010,10,90
1283,30,5367,0010100,8,75,0000010,10,90
1279,30,5367,0101010,8,75,0000010,10,90
1291,30,5375,0010100,8,75,0000010,10,90
1284,30,5370,0101010,8,75,0000010,10,90
1280,30,5368,0010100,8,75,0000010,10,90
1292,30,5373,0101010,8,75,0000010,10,90
1285,30,5373,0101010,8,75,0000010,10,90
1293,30,5367,0010100,8,75,0000010,10,90
1286,30,5373,0101010,8,75,0000010,10,90
1294,30,5377,0010100,8,75,0000010,10,90
1287,30,5374,0101010,8,75,0000010,10,90
1295,30,5371,0010100,8,75,0000010,10,90
1296,30,5375,0101010,8,75,0000010,10,90
1297,30,5366,0101010,8,75,0000010,10,90
1299,30,5366,0101010,8,75,0000010,10,90
1300,30,5372,0010100,8,75,0000010,10,90
1301,30,5377,0101010,8,75,0000010,10,90
1302,30,5372,0101010,8,75,0000010,10,90
1304,30,5366,0101010,8,75,0000010,10,90
1305,30,5371,0101010,8,75,0000010,10,90
1306,30,5375,0101010,8,75,0000010,10,90
1307,30,5368,0010100,8,75,0000010,10,90
1309,30,5376,0101010,8,75,0000010,10,90
1310,30,5366,0010100,8,75,0000010,10,90
1311,30,5372,0010100,8,75,0000010,10,90
1312,30,5375,0101010,8,75,0000010,10,90
1313,30,5369,0101010,8,75,0000010,10,90
1314,30,5380,0010100,8,75,0000010,10,90
1315,30,5398,0101010,8,75,0000010,10,90
1316,30,5397,0101010,8,75,0000010,10,90
1328,30,5393,0101010,8,75,0000010,10,90
1321,30,5380,0101010,8,75,0000010,10,90
1329,30,5392,0101010,8,75,0000010,10,90
1322,30,5393,0101010,8,75,0000010,10,90
1318,30,5390,0010100,8,75,0000010,10,90
1330,30,5382,0101010,8,75,0000010,10,90
1323,30,5379,0010100,8,75,0000010,10,90
1319,30,5389,0101010,8,75,0000010,10,90
1331,30,5396,0010100,8,75,0000010,10,90
1324,30,5386,0010100,8,75,0000010,10,90
1320,30,5379,0010100,8,75,0000010,10,90
1332,30,5381,0010100,8,75,0000010,10,90
1325,30,5392,0010100,8,75,0000010,10,90
1333,30,5383,0010100,8,75,0000010,10,90
1326,30,5395,0010100,8,75,0000010,10,90
1334,30,5379,0101010,8,75,0000010,10,90
1327,30,5395,0010100,8,75,0000010,10,90
1335,30,5391,0010100,8,75,0000010,10,90
1336,30,5383,0101010,8,75,0000010,10,90
1337,30,5378,0010100,8,75,0000010,10,90
1339,30,5378,0101010,8,75,0000010,10,90
1341,30,5397,0101010,8,75,0000010,10,90
1343,30,5390,0010100,8,75,0000010,10,90
1344,30,5396,0010100,8,75,0000010,10,90
1345,30,5388,0101010,8,75,0000010,10,90
1346,30,5386,0010100,8,75,0000010,10,90
1347,30,5394,0010100,8,75,0000010,10,90
1349,30,5394,0010100,8,75,0000010,10,90
1351,30,5392,0010100,8,75,0000010,10,90
1352,30,5389,0101010,8,75,0000010,10,90
1353,30,5384,0010100,8,75,0000010,10,90
1354,30,5395,0101010,8,75,0000010,10,90
1355,30,5393,0101010,8,75,0000010,10,90
1356,30,5395,0010100,8,75,0000010,10,90
1357,30,5392,0010100,8,75,0000010,10,90
1358,30,5378,0101010,8,75,0000010,10,90
1360,30,5394,0010100,8,75,0000010,10,90
1361,30,5380,0010100,8,75,0000010,10,90
1363,30,5397,0010100,8,75,0000010,10,90
1364,30,5396,0101010,8,75,0000010,10,90
1365,30,5382,0101010,8,75,0000010,10,90
1366,30,5396,0101010,8,75,0000010,10,90
1367,30,5396,0010100,8,75,0000010,10,90
1368,30,5398,0101010,8,75,0000010,10,90
1369,30,5388,0010100,8,75,0000010,10,90
1370,30,5390,0101010,8,75,0000010,10,90
1371,30,5381,0101010,8,75,0000010,10,90
1372,30,5396,0010100,8,75,0000010,10,90
1373,30,5386,0010100,8,75,0000010,10,90
1374,30,5391,0010100,8,75,0000010,10,90
1375,30,5395,0101010,8,75,0000010,10,90
1376,30,5383,0010100,8,75,0000010,10,90
1377,30,5385,0010100,8,75,0000010,10,90
1378,30,5379,0010100,8,75,0000010,10,90
1379,30,5381,0101010,8,75,0000010,10,90
1380,30,5380,0101010,8,75,0000010,10,90
1381,30,5387,0101010,8,75,0000010,10,90
1382,30,5391,0101010,8,75,0000010,10,90
1383,30,5380,0101010,8,75,0000010,10,90
1386,30,5390,0101010,8,75,0000010,10,90
1388,30,5408,0101010,8,75,0000010,10,90
1389,30,5407,0101010,8,75,0000010,10,90
1390,30,5404,0010100,8,75,0000010,10,90
1402,30,5400,0101010,8,75,0000010,10,90
1395,30,5406,0101010,8,75,0000010,10,90
1391,30,5405,0101010,8,75,0000010,10,90
1403,30,5401,0101010,8,75,0000010,10,90
1396,30,5404,0101010,8,75,0000010,10,90
1392,30,5408,0010100,8,75,0000010,10,90
1404,30,5399,0010100,8,75,0000010,10,90
1393,30,5400,0101010,8,75,0000010,10,90
1405,30,5399,0010100,8,75,0000010,10,90
1398,30,5405,0101010,8,75,0000010,10,90
1394,30,5399,0010100,8,75,0000010,10,90
1406,30,5403,0010100,8,75,0000010,10,90
1399,30,5403,0101010,8,75,0000010,10,90
1407,30,5405,0101010,8,75,0000010,10,90
1400,30,5406,0010100,8,75,0000010,10,90
1408,30,5407,0101010,8,75,0000010,10,90
1401,30,5405,0101010,8,75,0000010,10,90
1409,30,5406,0101010,8,75,0000010,10,90
1410,30,5399,0101010,8,75,0000010,10,90
1411,30,5400,0101010,8,75,0000010,10,90
1412,30,5407,0010100,8,75,0000010,10,90
1413,30,5401,0101010,8,75,0000010,10,90
1414,30,5407,0101010,8,75,0000010,10,90
1415,30,5401,0010100,8,75,0000010,10,90
1416,30,5401,0010100,8,75,0000010,10,90
1417,30,5405,0101010,8,75,0000010,10,90
1418,30,5401,0010100,8,75,0000010,10,90
1420,30,5399,0101010,8,75,0000010,10,90
1421,30,5403,0101010,8,75,0000010,10,90
1422,30,5405,0101010,8,75,0000010,10,90
1090,31,5313,0101010,8,75,0000010,10,90
1091,31,5313,0101010,8,75,0000010,10,90
1092,31,5352,0010100,8,75,0000010,10,90
1242,31,5331,0010100,8,75,0000010,10,90
1192,31,5326,0101010,8,75,0000010,10,90
1093,31,5338,0101010,8,75,0000010,10,90
